bra,agi,Tair10_desc
BraA09g26980R,NS,NA
BraA09g26960R,AT4G11240,TOPP7; protein serine/threonine phosphatase
BraA09g26950R,AT4G11240,TOPP7; protein serine/threonine phosphatase
BraA09g26940R,AT4G11270,transducin family protein / WD-40 repeat family protein
BraA09g26930R,AT4G11280,ACS6 (1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID (ACC) SYNTHASE 6); 1-aminocyclopropane-1-carboxylate synthase
BraA09g26920R,AT4G11290,peroxidase putative
BraA09g26910R,AT4G11300,unknown protein
BraA09g26900R,AT4G11330,ATMPK5 (MAP KINASE 5); MAP kinase/ kinase
BraA09g26890R,NA,NA
BraA09g26880R,AT4G11350,transferase transferring glycosyl groups
BraA09g26870R,AT4G11360,RHA1B; protein binding / zinc ion binding
BraA09g26860R,NS,NA
BraA09g26850R,NS,NA
BraA09g26840R,AT4G11380,beta-adaptin putative
BraA09g26830R,AT4G11400,ARID/BRIGHT DNA-binding domain-containing protein / ELM2 domain-containing protein / Myb-like DNA-binding domain-containing protein
BraA09g26820R,NA,NA
BraA09g26810R,NS,NA
BraA09g26800R,NA,NA
BraA09g26790R,NS,NA
BraA09g26780R,NS,NA
BraA09g26770R,NS,NA
BraA09g26760R,NS,NA
BraA09g26750R,NS,NA
BraA09g26740R,NS,NA
BraA09g26730R,NS,NA
BraA09g26720R,AT4G11530,kinase
BraA09g26700R,AT4G11410,short-chain dehydrogenase/reductase (SDR) family protein
BraA09g26690R,AT4G11420,EIF3A (EUKARYOTIC TRANSLATION INITIATION FACTOR 3A); translation initiation factor
BraA09g26680R,NS,NA
BraA09g26670R,AT4G11490,protein kinase family protein
BraA09g26660R,AT4G11530,kinase
BraA09g26650R,NS,NA
BraA09g26640R,NS,NA
BraA09g26630R,NS,NA
BraA09g26620R,AT4G11560,bromo-adjacent homology (BAH) domain-containing protein
BraA09g26610R,AT4G11560,bromo-adjacent homology (BAH) domain-containing protein
BraA09g26600R,AT4G11570,haloacid dehalogenase-like hydrolase family protein
BraA09g26590R,AT4G11570,haloacid dehalogenase-like hydrolase family protein
BraA09g26580R,AT4G11610,C2 domain-containing protein
BraA09g26570R,AT4G11600,ATGPX6 (GLUTATHIONE PEROXIDASE 6); glutathione peroxidase
BraA09g26550R,NS,NA
BraA09g26540R,AT4G11655,transmembrane protein putative
BraA09g26530R,AT4G11670,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Munc13 homology 1 (InterPro:IPR014770) Protein of unknown function DUF810 (InterPro:IPR008528) Munc13 homology 2 (InterPro:IPR014772); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G06970.1); Has 147 Blast hits to 87 proteins in 18 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 2; Plants - 138; Viruses - 0; Other Eukaryotes - 5 (source: NCBI BLink).
BraA09g26520R,AT4G11670,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Munc13 homology 1 (InterPro:IPR014770) Protein of unknown function DUF810 (InterPro:IPR008528) Munc13 homology 2 (InterPro:IPR014772); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G06970.1); Has 147 Blast hits to 87 proteins in 18 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 2; Plants - 138; Viruses - 0; Other Eukaryotes - 5 (source: NCBI BLink).
BraA09g26510R,AT4G11680,zinc finger (C3HC4-type RING finger) family protein
BraA09g26500R,AT4G11690,pentatricopeptide (PPR) repeat-containing protein
BraA09g26490R,AT4G11720,HAP2 (HAPLESS 2)
BraA09g26470R,AT4G11740,SAY1
BraA09g26460R,AT4G11750,kelch repeat-containing F-box family protein
BraA09g26450R,NS,NA
BraA09g26440R,NS,NA
BraA09g26430R,NS,NA
BraA09g26420R,AT4G11780,unknown protein
BraA09g26410R,AT4G11800,hydrolase/ protein serine/threonine phosphatase
BraA09g26400R,AT4G11800,hydrolase/ protein serine/threonine phosphatase
BraA09g26390R,AT4G11810,SPX (SYG1/Pho81/XPR1) domain-containing protein
BraA09g26380R,NS,NA
BraA09g26370R,NA,NA
BraA09g26360R,AT4G11820,MVA1; acetyl-CoA C-acetyltransferase/ hydroxymethylglutaryl-CoA synthase
BraA09g26350R,AT4G11850,PLDGAMMA1; phospholipase D
BraA09g26340R,AT4G11860,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cytosol nucleus plasma membrane; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF544 (InterPro:IPR007518) Ubiquitin interacting motif (InterPro:IPR003903); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G22960.1); Has 761 Blast hits to 466 proteins in 133 species: Archae - 0; Bacteria - 44; Metazoa - 311; Fungi - 246; Plants - 57; Viruses - 0; Other Eukaryotes - 103 (source: NCBI BLink).
BraA09g26330R,AT4G11610,C2 domain-containing protein
BraA09g26320R,AT4G11880,AGL14 (agamous-like 14); DNA binding / transcription factor
BraA09g26310R,NS,NA
BraA09g26300R,AT4G11890,protein kinase family protein
BraA09g26290R,AT4G11920,CCS52A2; signal transducer
BraA09g26280R,AT4G11950,unknown protein
BraA09g26270R,AT4G11990,unknown protein
BraA09g26260R,AT4G12000,INVOLVED IN: response to oxidative stress; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: SNARE associated Golgi protein (InterPro:IPR015414); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G22850.1); Has 1153 Blast hits to 1150 proteins in 277 species: Archae - 2; Bacteria - 485; Metazoa - 104; Fungi - 24; Plants - 140; Viruses - 0; Other Eukaryotes - 398 (source: NCBI BLink).
BraA09g26250R,AT4G12010,disease resistance protein (TIR-NBS-LRR class) putative
BraA09g26240R,AT4G12020,WRKY19; transcription factor
BraA09g26230R,AT4G12030,bile acid:sodium symporter family protein
BraA09g26220R,NS,NA
BraA09g26210R,NS,NA
BraA09g26200R,AT4G12040,zinc finger (AN1-like) family protein
BraA09g26190R,AT4G12060,Clp amino terminal domain-containing protein
BraA09g26180R,AT4G12070,unknown protein
BraA09g26170R,AT4G12120,SEC1B; protein transporter
BraA09g26160R,AT4G12130,aminomethyltransferase
BraA09g26150R,AT4G12210,zinc finger (C3HC4-type RING finger) family protein
BraA09g26140R,NS,NA
BraA09g26130R,NS,NA
BraA09g26120R,AT4G12250,GAE5 (UDP-D-GLUCURONATE 4-EPIMERASE 5); UDP-glucuronate 4-epimerase/ catalytic
BraA09g26110R,AT4G12300,CYP706A4; electron carrier/ heme binding / iron ion binding / monooxygenase/ oxygen binding
BraA09g26100R,AT4G12340,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: CHCH (InterPro:IPR010625); Has 33 Blast hits to 31 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 12; Fungi - 0; Plants - 21; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).
BraA09g26090R,AT4G12370,unknown protein
BraA09g26080R,AT4G12390,PME1 (PECTIN METHYLESTERASE INHIBITOR 1); enzyme inhibitor/ pectinesterase/ pectinesterase inhibitor
BraA09g26070R,AT4G12410,auxin-responsive family protein
BraA09g26060R,NS,NA
BraA09g26050R,AT4G12450,unknown protein
BraA09g26040R,NA,NA
BraA09g26030R,NA,NA
BraA09g26020R,NA,NA
BraA09g26010R,AT4G12540,unknown protein
BraA09g26000R,AT4G12510,protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
BraA09g25990R,NS,NA
BraA09g25980R,NS,NA
BraA09g25970R,NS,NA
BraA09g25960R,NS,NA
BraA09g25950R,NS,NA
BraA09g25940R,NS,NA
BraA09g25930R,NS,NA
BraA09g25920R,AT4G12570,UPL5 (UBIQUITIN PROTEIN LIGASE 5); acid-amino acid ligase/ binding / ubiquitin-protein ligase
BraA09g25910R,AT4G12570,UPL5 (UBIQUITIN PROTEIN LIGASE 5); acid-amino acid ligase/ binding / ubiquitin-protein ligase
BraA09g25900R,AT4G12590,unknown protein
BraA09g25890R,NS,NA
BraA09g25880R,AT4G12600,ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein
BraA09g25870R,AT4G12610,transcription initiation factor IIF alpha subunit (TFIIF-alpha) family protein
BraA09g25860R,NS,NA
BraA09g25850R,NS,NA
BraA09g25840R,NS,NA
BraA09g25830R,AT5G48670,AGL80 (AGAMOUS-LIKE 80); DNA binding / transcription factor
BraA09g25820R,NA,NA
BraA09g25810R,AT4G12620,ORC1B (ORIGIN OF REPLICATION COMPLEX 1B); DNA binding / double-stranded methylated DNA binding / protein binding
BraA09g25790R,NS,NA
BraA09g25780R,NS,NA
BraA09g25770R,NA,NA
BraA09g25740R,NS,NA
BraA09g25730R,NS,NA
BraA09g25720R,AT4G05540,tRNA-splicing endonuclease positive effector-related
BraA09g25710R,AT4G05530,IBR1 (INDOLE-3-BUTYRIC ACID RESPONSE 1); binding / catalytic/ oxidoreductase
BraA09g25700R,AT4G05520,ATEHD2 (EPS15 HOMOLOGY DOMAIN 2); GTP binding / GTPase/ calcium ion binding
BraA09g25690R,NS,NA
BraA09g25670R,AT4G03960,tyrosine specific protein phosphatase family protein
BraA09g25660R,AT4G03960,tyrosine specific protein phosphatase family protein
BraA09g25650R,AT4G04020,FIB (FIBRILLIN); structural molecule
BraA09g25640R,AT4G04040,MEE51 (maternal effect embryo arrest 51); diphosphate-fructose-6-phosphate 1-phosphotransferase
BraA09g25630R,AT4G04080,ISU3 (ISCU-LIKE 3); structural molecule
BraA09g25620R,NA,NA
BraA09g25610R,NS,NA
BraA09g25600R,NS,NA
BraA09g25590R,AT4G04180,AAA-type ATPase family protein
BraA09g25580R,AT4G04210,PUX4; protein binding
BraA09g25570R,NS,NA
BraA09g25560R,NS,NA
BraA09g25550R,AT4G04330,unknown protein
BraA09g25530R,AT4G04370,pentatricopeptide (PPR) repeat-containing protein
BraA09g25520R,AT4G04450,WRKY42; transcription factor
BraA09g25510R,AT4G04460,aspartyl protease family protein
BraA09g25500R,AT4G04460,aspartyl protease family protein
BraA09g25490R,AT4G04480,LOCATED IN: chloroplast; EXPRESSED IN: flower pollen tube; EXPRESSED DURING: petal differentiation and expansion stage; BEST Arabidopsis thaliana protein match is: F-box family protein (TAIR:AT4G22030.1); Has 51 Blast hits to 51 proteins in 4 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 51; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).
BraA09g25480R,NS,NA
BraA09g25470R,AT4G04490,protein kinase family protein
BraA09g25450R,NA,NA
BraA09g25440R,NS,NA
BraA09g25430R,NS,NA
BraA09g25420R,NS,NA
BraA09g25410R,NS,NA
BraA09g25400R,NS,NA
BraA09g25390R,AT4G04610,APR1 (APS REDUCTASE 1); adenylyl-sulfate reductase
BraA09g25380R,AT4G04610,APR1 (APS REDUCTASE 1); adenylyl-sulfate reductase
BraA09g25350R,AT4G04620,ATG8B (autophagy 8b); microtubule binding
BraA09g25340R,AT4G04630,unknown protein
BraA09g25330R,AT4G04640,ATPC1; enzyme regulator
BraA09g25320R,AT4G04710,CPK22; ATP binding / calcium ion binding / calmodulin-dependent protein kinase/ kinase/ protein kinase/ protein serine/threonine kinase
BraA09g25310R,AT4G04770,ATABC1 (ATP BINDING CASSETTE PROTEIN 1); ATPase coupled to transmembrane movement of substances / protein binding / transporter
BraA09g25300R,AT4G04770,ATABC1 (ATP BINDING CASSETTE PROTEIN 1); ATPase coupled to transmembrane movement of substances / protein binding / transporter
BraA09g25290R,AT4G04790,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Pentatricopeptide repeat (InterPro:IPR002885); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G21880.1); Has 8701 Blast hits to 4047 proteins in 142 species: Archae - 4; Bacteria - 18; Metazoa - 161; Fungi - 114; Plants - 8118; Viruses - 0; Other Eukaryotes - 286 (source: NCBI BLink).
BraA09g25280R,AT4G04790,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Pentatricopeptide repeat (InterPro:IPR002885); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G21880.1); Has 8701 Blast hits to 4047 proteins in 142 species: Archae - 4; Bacteria - 18; Metazoa - 161; Fungi - 114; Plants - 8118; Viruses - 0; Other Eukaryotes - 286 (source: NCBI BLink).
BraA09g25270R,AT4G04800,methionine sulfoxide reductase domain-containing protein / SeIR domain-containing protein
BraA09g25260R,AT4G04850,KEA3; potassium ion transmembrane transporter/ potassium:hydrogen antiporter
BraA09g25250R,AT4G04860,DER2.2 (DERLIN-2.2)
BraA09g25240R,AT4G04870,CLS (CARDIOLIPIN SYNTHASE); cardiolipin synthase/ phosphatidyltransferase
BraA09g25230R,NS,NA
BraA09g25220R,AT4G04880,adenosine/AMP deaminase family protein
BraA09g25210R,AT4G04885,PCFS4 (PCF11P-SIMILAR PROTEIN 4); zinc ion binding
BraA09g25200R,AT4G04890,PDF2 (PROTODERMAL FACTOR 2); DNA binding / transcription factor
BraA09g25190R,AT4G04900,RIC10 (ROP-INTERACTIVE CRIB MOTIF-CONTAINING PROTEIN 10)
BraA09g25180R,AT4G04910,NSF (N-ethylmaleimide sensitive factor); ATP binding / binding / nucleoside-triphosphatase/ nucleotide binding
BraA09g25170R,NS,NA
BraA09g25160R,AT4G04920,SFR6 (SENSITIVE TO FREEZING 6)
BraA09g25150R,AT4G04930,DES-1-LIKE; oxidoreductase/ sphingolipid delta-4 desaturase
BraA09g25140R,AT4G04950,thioredoxin family protein
BraA09g25130R,NA,NA
BraA09g25120R,NS,NA
BraA09g25110R,NS,NA
BraA09g25100R,NA,NA
BraA09g25090R,NS,NA
BraA09g25060R,NA,NA
BraA09g25050R,AT4G04955,ATALN (Arabidopsis allantoinase); allantoinase/ hydrolase
BraA09g25040R,NS,NA
BraA09g25030R,AT4G04960,lectin protein kinase putative
BraA09g25020R,AT4G04970,GSL1 (GLUCAN SYNTHASE-LIKE 1); 13-beta-glucan synthase/ transferase transferring glycosyl groups
BraA09g25010R,AT4G04980,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; EXPRESSED IN: leaf whorl male gametophyte sepal flower pollen tube; EXPRESSED DURING: L mature pollen stage M germinated pollen stage 4 anthesis; BEST Arabidopsis thaliana protein match is: proline-rich family protein (TAIR:AT1G61080.1); Has 21967 Blast hits to 14118 proteins in 814 species: Archae - 74; Bacteria - 1795; Metazoa - 8707; Fungi - 2897; Plants - 2880; Viruses - 936; Other Eukaryotes - 4678 (source: NCBI BLink).
BraA09g24990R,AT4G04990,unknown protein
BraA09g24980R,AT4G05000,VPS28-2; transporter
BraA09g24970R,NS,NA
BraA09g24960R,AT4G05010,F-box family protein
BraA09g24950R,AT4G05020,NDB2 (NAD(P)H dehydrogenase B2); FAD binding / disulfide oxidoreductase/ oxidoreductase
BraA09g24940R,AT4G05060,vesicle-associated membrane family protein / VAMP family protein
BraA09g24930R,AT4G05070,unknown protein
BraA09g24920R,AT4G05090,inositol monophosphatase family protein
BraA09g24900R,AT4G05100,AtMYB74 (myb domain protein 74); DNA binding / transcription factor
BraA09g24890R,AT4G05120,FUR1 (FUDR RESISTANT 1); nucleoside transmembrane transporter
BraA09g24880R,AT4G05120,FUR1 (FUDR RESISTANT 1); nucleoside transmembrane transporter
BraA09g24870R,AT4G05130,equilibrative nucleoside transporter putative (ENT4)
BraA09g24860R,AT4G05150,octicosapeptide/Phox/Bem1p (PB1) domain-containing protein
BraA09g24850R,NS,NA
BraA09g24840R,AT4G05160,4-coumarate--CoA ligase putative / 4-coumaroyl-CoA synthase putative
BraA09g24830R,AT4G05170,DNA binding / transcription factor
BraA09g24820R,AT4G05180,PSBQ-2; calcium ion binding
BraA09g24810R,AT4G05190,ATK5 (ARABIDOPSIS THALIANA KINESIN 5); microtubule motor
BraA09g24800R,AT4G05200,protein kinase family protein
BraA09g24790R,AT4G05220,harpin-induced protein-related / HIN1-related / harpin-responsive protein-related
BraA09g24780R,AT4G05210,bacterial transferase hexapeptide repeat-containing protein
BraA09g24770R,AT4G05230,ubiquitin family protein
BraA09g24760R,AT4G05320,UBQ10 (POLYUBIQUITIN 10); protein binding
BraA09g24750R,NS,NA
BraA09g24730R,NS,NA
BraA09g24720R,AT4G05330,AGD13 (ARF-GAP domain 13); ARF GTPase activator/ zinc ion binding
BraA09g24710R,AT4G05380,AAA-type ATPase family protein
BraA09g24700R,AT4G05390,ATRFNR1 (ROOT FNR 1); FAD binding / NADP or NADPH binding / electron carrier/ ferredoxin-NADP+ reductase/ oxidoreductase
BraA09g24690R,AT4G05400,unknown protein
BraA09g24680R,AT4G05410,transducin family protein / WD-40 repeat family protein
BraA09g24670R,AT4G05420,DDB1A (DAMAGED DNA BINDING PROTEIN 1A); DNA binding / protein binding
BraA09g24660R,AT4G05420,DDB1A (DAMAGED DNA BINDING PROTEIN 1A); DNA binding / protein binding
BraA09g24650R,NS,NA
BraA09g24640R,NS,NA
BraA09g24630R,NS,NA
BraA09g24620R,AT4G05430,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; CONTAINS InterPro DOMAIN/s: X8 (InterPro:IPR012946); BEST Arabidopsis thaliana protein match is: glucan endo-13-beta-glucosidase-related (TAIR:AT1G09460.1); Has 776 Blast hits to 740 proteins in 35 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 3; Plants - 770; Viruses - 0; Other Eukaryotes - 3 (source: NCBI BLink).
BraA09g24610R,NS,NA
BraA09g24600R,AT1G34170,transcription factor
BraA09g24590R,AT1G34170,transcription factor
BraA09g24580R,AT1G34170,transcription factor
BraA09g24570R,NS,NA
BraA09g24560R,AT3G26125,CYP86C2; electron carrier/ heme binding / iron ion binding / monooxygenase/ oxygen binding
BraA09g24550R,AT3G26125,CYP86C2; electron carrier/ heme binding / iron ion binding / monooxygenase/ oxygen binding
BraA09g24540R,AT3G26100,regulator of chromosome condensation (RCC1) family protein
BraA09g24530R,NS,NA
BraA09g24520R,AT3G26090,RGS1 (REGULATOR OF G-PROTEIN SIGNALING 1); G-protein coupled receptor
BraA09g24510R,AT3G26040,transferase family protein
BraA09g24500R,AT3G26030,ATB' DELTA; protein phosphatase type 2A regulator
BraA09g24490R,AT3G26000,F-box family protein
BraA09g24480R,AT3G25980,mitotic spindle checkpoint protein putative (MAD2)
BraA09g24470R,AT3G25920,RPL15; structural constituent of ribosome
BraA09g24460R,AT3G25910,zinc ion binding
BraA09g24450R,AT3G25882,NIMIN-2 (NIM1-INTERACTING 2)
BraA09g24440R,AT3G25860,LTA2; dihydrolipoyllysine-residue acetyltransferase
BraA09g24430R,AT3G25840,protein kinase family protein
BraA09g24420R,AT3G25800,PP2AA2 (PROTEIN PHOSPHATASE 2A SUBUNIT A2); protein phosphatase type 2A regulator
BraA09g24410R,AT3G25800,PP2AA2 (PROTEIN PHOSPHATASE 2A SUBUNIT A2); protein phosphatase type 2A regulator
BraA09g24400R,AT3G25800,PP2AA2 (PROTEIN PHOSPHATASE 2A SUBUNIT A2); protein phosphatase type 2A regulator
BraA09g24390R,NS,NA
BraA09g24380R,AT3G25790,myb family transcription factor
BraA09g24370R,NS,NA
BraA09g24360R,AT3G25780,AOC3 (ALLENE OXIDE CYCLASE 3); allene-oxide cyclase
BraA09g24340R,NS,NA
BraA09g24330R,AT3G25770,AOC2 (ALLENE OXIDE CYCLASE 2); allene-oxide cyclase
BraA09g24320R,NS,NA
BraA09g24290R,AT3G25680,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: S-layer homology region (InterPro:IPR001119); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G23890.1); Has 2048 Blast hits to 1685 proteins in 255 species: Archae - 25; Bacteria - 194; Metazoa - 982; Fungi - 118; Plants - 132; Viruses - 46; Other Eukaryotes - 551 (source: NCBI BLink).
BraA09g24280R,AT3G25660,glutamyl-tRNA(Gln) amidotransferase putative
BraA09g24270R,AT3G25600,calcium ion binding
BraA09g24260R,AT3G25597,unknown protein
BraA09g24250R,NS,NA
BraA09g24240R,NS,NA
BraA09g24230R,NA,NA
BraA09g24220R,NA,NA
BraA09g24210R,NA,NA
BraA09g24200R,NS,NA
BraA09g24190R,NS,NA
BraA09g24180R,NS,NA
BraA09g24170R,AT2G04038,AtbZIP48 (Arabidopsis thaliana basic leucine-zipper 48); DNA binding / transcription factor
BraA09g24160R,AT2G04030,CR88; ATP binding
BraA09g24150R,AT2G03980,GDSL-motif lipase/hydrolase family protein
BraA09g24140R,NS,NA
BraA09g24130R,NS,NA
BraA09g24120R,NS,NA
BraA09g24110R,NS,NA
BraA09g24090R,AT2G03830,unknown protein
